2025-01-24T23:20:35.508500,88.0
2025-01-24T23:20:40.509996,88.4
2025-01-24T23:20:45.510798,88.8
2025-01-24T23:20:50.511532,89.2
2025-01-24T23:20:55.513133,89.6
2025-01-24T23:21:00.515100,90.0
2025-01-24T23:21:05.516093,90.4
2025-01-24T23:21:10.516973,90.8
2025-01-24T23:21:15.518009,91.2
2025-01-24T23:21:20.518928,91.6
2025-01-24T23:21:25.524544,92.0
2025-01-24T23:21:30.526146,92.4
2025-01-24T23:21:35.527081,92.8
2025-01-24T23:21:40.528748,93.2
2025-01-24T23:21:45.529646,93.6
2025-01-24T23:21:50.530550,94.0
2025-01-24T23:21:55.532079,94.4
2025-01-24T23:22:00.532970,94.8
2025-01-24T23:22:05.534004,95.2
2025-01-24T23:22:10.534919,95.6
2025-01-24T23:22:15.535258,96.0
2025-01-24T23:22:20.536117,96.4
2025-01-24T23:22:25.537013,96.8
2025-01-24T23:22:30.538535,97.2
2025-01-24T23:22:35.539768,97.6
2025-01-24T23:22:40.540718,98.0
2025-01-24T23:22:45.541644,98.4
2025-01-24T23:22:50.542648,98.8
2025-01-24T23:22:55.543614,99.2
2025-01-24T23:23:00.544481,99.6
2025-01-24T23:23:05.546103,100.0
2025-01-24T23:23:10.547688,100.4
2025-01-24T23:23:15.548671,100.8
2025-01-24T23:23:20.550468,101.2
2025-01-24T23:23:25.552142,101.6
2025-01-24T23:23:30.553785,102.0
2025-01-24T23:23:35.555330,102.4
2025-01-24T23:23:40.557188,102.8
2025-01-24T23:23:45.557907,103.2
2025-01-24T23:23:50.558942,103.6
2025-01-24T23:23:55.560418,104.0
2025-01-24T23:24:00.560929,104.4
2025-01-24T23:24:05.561515,104.8
2025-01-24T23:24:10.563606,105.2
2025-01-24T23:24:15.564509,105.6
2025-01-24T23:24:20.565402,106.0
2025-01-24T23:24:25.567271,106.4
2025-01-24T23:24:30.568960,106.8
2025-01-24T23:24:35.569982,107.2
2025-01-24T23:24:40.570993,107.6
2025-01-24T23:24:45.571995,108.0
2025-01-24T23:24:50.573045,108.4
2025-01-24T23:24:55.574934,108.8
2025-01-24T23:25:00.576009,109.2
2025-01-24T23:25:05.578071,109.6
2025-01-24T23:25:10.579574,110.0
2025-01-24T23:25:15.580576,110.4
2025-01-24T23:25:20.581482,110.8
2025-01-24T23:25:25.583015,111.2
2025-01-24T23:25:30.583875,111.6
2025-01-24T23:25:35.585315,112.0
2025-01-24T23:25:40.586326,112.4
2025-01-24T23:25:45.587287,112.8
2025-01-24T23:25:50.588917,113.2
2025-01-24T23:25:55.590742,113.6
2025-01-24T23:26:00.593144,114.0
2025-01-24T23:26:05.595068,114.4
2025-01-24T23:26:10.595879,114.8
2025-01-24T23:26:15.596873,115.2
2025-01-24T23:26:20.597756,115.6
2025-01-24T23:26:25.599416,116.0
2025-01-24T23:26:30.601114,116.4
2025-01-24T23:26:35.602203,116.8
2025-01-24T23:26:40.604078,117.2
2025-01-24T23:26:45.605669,117.6
2025-01-24T23:26:50.607104,118.0
2025-01-24T23:26:55.607984,118.4
2025-01-24T23:27:00.609557,118.8
2025-01-24T23:27:05.611213,119.2
2025-01-24T23:27:10.613201,119.6
2025-01-24T23:27:15.614850,120.0
2025-01-24T23:27:20.616351,120.4
2025-01-24T23:27:25.616876,120.8
2025-01-24T23:27:30.617801,121.2
2025-01-24T23:27:35.619439,121.6
2025-01-24T23:27:40.621055,122.0
2025-01-24T23:27:45.622725,122.4
2025-01-24T23:27:50.624527,122.8
2025-01-24T23:27:55.626172,123.2
2025-01-24T23:28:00.628043,123.6
2025-01-24T23:28:05.629783,124.0
2025-01-24T23:28:10.631289,124.4
2025-01-24T23:28:15.632164,124.8
2025-01-24T23:28:20.633744,125.2
2025-01-24T23:28:25.634765,125.6
2025-01-24T23:28:30.636668,126.0
2025-01-24T23:28:35.637554,126.4
2025-01-24T23:28:40.637948,126.8
2025-01-24T23:28:45.638934,127.2
2025-01-24T23:28:50.640936,127.6
2025-01-24T23:28:55.642437,128.0
2025-01-24T23:29:00.643276,128.4
2025-01-24T23:29:05.644876,128.8
2025-01-24T23:29:10.646398,129.2
2025-01-24T23:29:15.647435,129.6
2025-01-24T23:29:20.649075,130.0
2025-01-24T23:29:25.649671,130.4
2025-01-24T23:29:30.651500,130.8
2025-01-24T23:29:35.652491,131.2
2025-01-24T23:29:40.653455,131.6
2025-01-24T23:29:45.654294,132.0
2025-01-24T23:29:50.655260,132.4
2025-01-24T23:29:55.657126,132.8
2025-01-24T23:30:00.659029,133.2
2025-01-24T23:30:05.660830,133.6
2025-01-24T23:30:10.662642,134.0
2025-01-24T23:30:15.664159,134.4
2025-01-24T23:30:20.665138,134.8
2025-01-24T23:30:25.666040,135.2
2025-01-24T23:30:30.667494,135.6
2025-01-24T23:30:35.668380,136.0
2025-01-24T23:30:40.669274,136.4
2025-01-24T23:30:45.670744,136.8
2025-01-24T23:30:50.671547,137.2
2025-01-24T23:30:55.673171,137.6
2025-01-24T23:31:00.674061,138.0
2025-01-24T23:31:05.676047,138.4
2025-01-24T23:31:10.678034,138.8
2025-01-24T23:31:15.679030,139.2
2025-01-24T23:31:20.680933,139.6
2025-01-24T23:31:25.681880,140.0
2025-01-24T23:31:30.683628,140.4
2025-01-24T23:31:35.684382,140.8
2025-01-24T23:31:40.686066,141.2
2025-01-24T23:31:45.686825,141.6
2025-01-24T23:31:50.688544,142.0
2025-01-24T23:31:55.690643,142.2
2025-01-24T23:32:00.691556,142.0
2025-01-24T23:32:05.692541,142.2
2025-01-24T23:32:10.693566,142.0
2025-01-24T23:32:15.695279,142.2
2025-01-24T23:32:20.696451,142.0
2025-01-24T23:32:25.698242,142.2
2025-01-24T23:32:30.699853,142.0
2025-01-24T23:32:35.700837,142.2
2025-01-24T23:32:40.702564,142.0
2025-01-24T23:32:45.703899,142.2
2025-01-24T23:32:50.705601,142.0
2025-01-24T23:32:55.707102,142.2
2025-01-24T23:33:00.708280,142.0
2025-01-24T23:33:05.709935,142.2
2025-01-24T23:33:10.711661,142.0
2025-01-24T23:33:15.713289,142.2
2025-01-24T23:33:20.715037,142.0
2025-01-24T23:33:25.716675,142.2
2025-01-24T23:33:30.718611,142.0
2025-01-24T23:33:35.719495,142.2
2025-01-24T23:33:40.720566,142.0
